kode_desa,bundle_id,bundle_bcs,bundle_size,bundle_exit,bundle_kabupaten,bundle_kecamatan,bundle_tech_dom,bundle_interv_type,bundle_pop_2026,bundle_hh_2026,bundle_capex_mid
81.08.10.2004,54,0.8203,6,blended_finance,Maluku Barat Daya,Dawelor Dawera,solar_battery,retrofit,1673,508,403981
81.08.10.2005,54,0.8203,6,blended_finance,Maluku Barat Daya,Dawelor Dawera,solar_battery,retrofit,1673,508,403981
81.08.10.2006,54,0.8203,6,blended_finance,Maluku Barat Daya,Dawelor Dawera,solar_battery,retrofit,1673,508,403981
81.08.16.2001,55,0.7898,3,blended_finance,Maluku Barat Daya,Kepulauan Roma,solar_biomass_hybrid,retrofit,5101,1390,1430219
81.08.16.2002,55,0.7898,3,blended_finance,Maluku Barat Daya,Kepulauan Roma,solar_biomass_hybrid,retrofit,5101,1390,1430219
81.08.16.2003,55,0.7898,3,blended_finance,Maluku Barat Daya,Kepulauan Roma,solar_biomass_hybrid,retrofit,5101,1390,1430219
81.08.03.2001,56,0.8144,2,public_good,Maluku Barat Daya,Mdona Hyera,solar_battery,retrofit,2379,689,482778
81.08.03.2002,56,0.8144,2,public_good,Maluku Barat Daya,Mdona Hyera,solar_battery,retrofit,2379,689,482778
81.08.03.2006,57,0.9404,3,blended_finance,Maluku Barat Daya,Mdona Hyera,solar_biomass_hybrid,retrofit,1431,413,411696
81.08.03.2008,57,0.9404,3,blended_finance,Maluku Barat Daya,Mdona Hyera,solar_biomass_hybrid,retrofit,1431,413,411696
81.08.03.2010,57,0.9404,3,blended_finance,Maluku Barat Daya,Mdona Hyera,solar_biomass_hybrid,retrofit,1431,413,411696
81.08.03.2004,58,0.8953,4,blended_finance,Maluku Barat Daya,Mdona Hyera,solar_biomass_hybrid,retrofit,1787,519,508580
81.08.03.2005,58,0.8953,4,blended_finance,Maluku Barat Daya,Mdona Hyera,solar_biomass_hybrid,retrofit,1787,519,508580
81.08.03.2009,58,0.8953,4,blended_finance,Maluku Barat Daya,Mdona Hyera,solar_biomass_hybrid,retrofit,1787,519,508580
81.08.03.2011,58,0.8953,4,blended_finance,Maluku Barat Daya,Mdona Hyera,solar_biomass_hybrid,retrofit,1787,519,508580
81.08.01.2005,59,0.8898,2,public_good,Maluku Barat Daya,Moa,wind_solar_hybrid,retrofit,1654,459,466620
81.08.01.2007,59,0.8898,2,public_good,Maluku Barat Daya,Moa,wind_solar_hybrid,retrofit,1654,459,466620
81.08.01.2001,60,0.8549,2,public_good,Maluku Barat Daya,Moa,wind_solar_hybrid,retrofit,6693,1775,1804110
81.08.01.2006,60,0.8549,2,public_good,Maluku Barat Daya,Moa,wind_solar_hybrid,retrofit,6693,1775,1804110
81.08.12.2001,61,0.8174,5,blended_finance,Maluku Barat Daya,Pulau Lakor,solar_battery,retrofit,3230,898,724216
81.08.12.2002,61,0.8174,5,blended_finance,Maluku Barat Daya,Pulau Lakor,solar_battery,retrofit,3230,898,724216
81.08.12.2003,61,0.8174,5,blended_finance,Maluku Barat Daya,Pulau Lakor,solar_battery,retrofit,3230,898,724216
81.08.12.2004,61,0.8174,5,blended_finance,Maluku Barat Daya,Pulau Lakor,solar_battery,retrofit,3230,898,724216
81.08.12.2005,61,0.8174,5,blended_finance,Maluku Barat Daya,Pulau Lakor,solar_battery,retrofit,3230,898,724216
81.08.09.2001,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.09.2002,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.09.2003,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.09.2004,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.09.2005,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.09.2006,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.09.2007,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.09.2008,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.09.2009,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.09.2010,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.09.2011,62,0.8475,11,blended_finance,Maluku Barat Daya,Pulau Masela,solar_biomass_hybrid,retrofit,3184,994,892968
81.08.11.2003,63,0.8003,6,blended_finance,Maluku Barat Daya,Pulau Wetang,solar_battery,retrofit,1871,549,404892
81.08.11.2004,63,0.8003,6,blended_finance,Maluku Barat Daya,Pulau Wetang,solar_battery,retrofit,1871,549,404892
81.08.11.2005,63,0.8003,6,blended_finance,Maluku Barat Daya,Pulau Wetang,solar_battery,retrofit,1871,549,404892
81.08.11.2006,63,0.8003,6,blended_finance,Maluku Barat Daya,Pulau Wetang,solar_battery,retrofit,1871,549,404892
81.08.11.2007,63,0.8003,6,blended_finance,Maluku Barat Daya,Pulau Wetang,solar_battery,retrofit,1871,549,404892
81.08.11.2008,63,0.8003,6,blended_finance,Maluku Barat Daya,Pulau Wetang,solar_battery,retrofit,1871,549,404892
81.08.05.2002,64,0.909,8,blended_finance,Maluku Barat Daya,Pulau-Pulau Babar Timur,wind_solar_hybrid,retrofit,4718,1350,1421834
81.08.05.2004,64,0.909,8,blended_finance,Maluku Barat Daya,Pulau-Pulau Babar Timur,wind_solar_hybrid,retrofit,4718,1350,1421834
81.08.05.2005,64,0.909,8,blended_finance,Maluku Barat Daya,Pulau-Pulau Babar Timur,wind_solar_hybrid,retrofit,4718,1350,1421834
81.08.05.2007,64,0.909,8,blended_finance,Maluku Barat Daya,Pulau-Pulau Babar Timur,wind_solar_hybrid,retrofit,4718,1350,1421834
81.08.05.2008,64,0.909,8,blended_finance,Maluku Barat Daya,Pulau-Pulau Babar Timur,wind_solar_hybrid,retrofit,4718,1350,1421834
81.08.05.2009,64,0.909,8,blended_finance,Maluku Barat Daya,Pulau-Pulau Babar Timur,wind_solar_hybrid,retrofit,4718,1350,1421834
81.08.05.2010,64,0.909,8,blended_finance,Maluku Barat Daya,Pulau-Pulau Babar Timur,wind_solar_hybrid,retrofit,4718,1350,1421834
81.08.05.2011,64,0.909,8,blended_finance,Maluku Barat Daya,Pulau-Pulau Babar Timur,wind_solar_hybrid,retrofit,4718,1350,1421834
81.08.14.2002,65,1.0,1,public_good,Maluku Barat Daya,Wetar Barat,wind_solar_hybrid,retrofit,584,142,176118
81.08.06.2004,66,0.9476,2,public_good,Maluku Barat Daya,Wetar Selatan,solar_biomass_hybrid,retrofit,1100,296,345158
81.08.06.2023,66,0.9476,2,public_good,Maluku Barat Daya,Wetar Selatan,solar_biomass_hybrid,retrofit,1100,296,345158
81.08.15.2001,67,0.9098,4,blended_finance,Maluku Barat Daya,Wetar Timur,solar_biomass_hybrid,retrofit,1662,442,476634
81.08.15.2002,67,0.9098,4,blended_finance,Maluku Barat Daya,Wetar Timur,solar_biomass_hybrid,retrofit,1662,442,476634
81.08.15.2003,67,0.9098,4,blended_finance,Maluku Barat Daya,Wetar Timur,solar_biomass_hybrid,retrofit,1662,442,476634
81.08.15.2004,67,0.9098,4,blended_finance,Maluku Barat Daya,Wetar Timur,solar_biomass_hybrid,retrofit,1662,442,476634
81.01.01.1009,68,1.0,1,public_good,Maluku Tengah,Amahai,solar_battery,retrofit,2058,590,399238
81.01.01.2021,69,1.0,1,public_good,Maluku Tengah,Amahai,solar_biomass_hybrid,retrofit,593,151,172539
81.01.09.2006,70,0.7533,3,blended_finance,Maluku Tengah,Banda,solar_biomass_hybrid,retrofit,2920,883,855828
81.01.09.2009,70,0.7533,3,blended_finance,Maluku Tengah,Banda,solar_biomass_hybrid,retrofit,2920,883,855828
81.01.09.2016,70,0.7533,3,blended_finance,Maluku Tengah,Banda,solar_biomass_hybrid,retrofit,2920,883,855828
81.01.09.2010,71,1.0,1,public_good,Maluku Tengah,Banda,solar_biomass_hybrid,retrofit,1726,537,539646
81.01.15.2006,72,0.8864,2,public_good,Maluku Tengah,Leihitu,wind_solar_hybrid,retrofit,11273,3064,3818596
81.01.15.2007,72,0.8864,2,public_good,Maluku Tengah,Leihitu,wind_solar_hybrid,retrofit,11273,3064,3818596
81.01.22.2001,73,0.7937,2,public_good,Maluku Tengah,Leihitu Barat,wind_solar_hybrid,retrofit,9000,2468,2939043
81.01.22.2002,73,0.7937,2,public_good,Maluku Tengah,Leihitu Barat,wind_solar_hybrid,retrofit,9000,2468,2939043
81.01.16.2003,74,0.884,5,blended_finance,Maluku Tengah,Nusa Laut,solar_biomass_hybrid,retrofit,2606,917,926299
81.01.16.2004,74,0.884,5,blended_finance,Maluku Tengah,Nusa Laut,solar_biomass_hybrid,retrofit,2606,917,926299
81.01.16.2005,74,0.884,5,blended_finance,Maluku Tengah,Nusa Laut,solar_biomass_hybrid,retrofit,2606,917,926299
81.01.16.2006,74,0.884,5,blended_finance,Maluku Tengah,Nusa Laut,solar_biomass_hybrid,retrofit,2606,917,926299
81.01.16.2007,74,0.884,5,blended_finance,Maluku Tengah,Nusa Laut,solar_biomass_hybrid,retrofit,2606,917,926299
81.01.16.2002,75,1.0,1,public_good,Maluku Tengah,Nusa Laut,solar_biomass_hybrid,retrofit,1984,641,646613
81.01.13.2001,76,0.7854,4,blended_finance,Maluku Tengah,Pulau Haruku,solar_biomass_hybrid,retrofit,5549,1802,1753027
81.01.13.2002,76,0.7854,4,blended_finance,Maluku Tengah,Pulau Haruku,solar_biomass_hybrid,retrofit,5549,1802,1753027
81.01.13.2005,76,0.7854,4,blended_finance,Maluku Tengah,Pulau Haruku,solar_biomass_hybrid,retrofit,5549,1802,1753027
81.01.13.2011,76,0.7854,4,blended_finance,Maluku Tengah,Pulau Haruku,solar_biomass_hybrid,retrofit,5549,1802,1753027
81.01.12.2006,77,1.0,1,public_good,Maluku Tengah,Saparua,solar_biomass_hybrid,retrofit,1196,372,347520
81.01.06.2021,78,0.6711,4,blended_finance,Maluku Tengah,Seram Utara,solar_biomass_hybrid,retrofit,3637,1014,895954
81.01.06.2044,78,0.6711,4,blended_finance,Maluku Tengah,Seram Utara,solar_biomass_hybrid,retrofit,3637,1014,895954
81.01.06.2045,78,0.6711,4,blended_finance,Maluku Tengah,Seram Utara,solar_biomass_hybrid,retrofit,3637,1014,895954
81.01.06.2052,78,0.6711,4,blended_finance,Maluku Tengah,Seram Utara,solar_biomass_hybrid,retrofit,3637,1014,895954
81.01.06.2011,79,1.0,1,public_good,Maluku Tengah,Seram Utara,micro_hydro,new_build,598,151,195823
81.01.06.2022,80,1.0,1,public_good,Maluku Tengah,Seram Utara,micro_hydro,retrofit,4101,1066,1388190
81.01.20.2002,81,0.7817,7,blended_finance,Maluku Tengah,Seram Utara Barat,micro_hydro,retrofit,8482,2367,3209233
81.01.20.2003,81,0.7817,7,blended_finance,Maluku Tengah,Seram Utara Barat,micro_hydro,retrofit,8482,2367,3209233
81.01.20.2008,81,0.7817,7,blended_finance,Maluku Tengah,Seram Utara Barat,micro_hydro,retrofit,8482,2367,3209233
81.01.20.2009,81,0.7817,7,blended_finance,Maluku Tengah,Seram Utara Barat,micro_hydro,retrofit,8482,2367,3209233
81.01.20.2010,81,0.7817,7,blended_finance,Maluku Tengah,Seram Utara Barat,micro_hydro,retrofit,8482,2367,3209233
81.01.20.2011,81,0.7817,7,blended_finance,Maluku Tengah,Seram Utara Barat,micro_hydro,retrofit,8482,2367,3209233
81.01.20.2012,81,0.7817,7,blended_finance,Maluku Tengah,Seram Utara Barat,micro_hydro,retrofit,8482,2367,3209233
81.01.20.2004,82,0.7584,4,blended_finance,Maluku Tengah,Seram Utara Barat,solar_biomass_hybrid,retrofit,2331,679,633244
81.01.20.2005,82,0.7584,4,blended_finance,Maluku Tengah,Seram Utara Barat,solar_biomass_hybrid,retrofit,2331,679,633244
81.01.20.2007,82,0.7584,4,blended_finance,Maluku Tengah,Seram Utara Barat,solar_biomass_hybrid,retrofit,2331,679,633244
81.01.20.2013,82,0.7584,4,blended_finance,Maluku Tengah,Seram Utara Barat,solar_biomass_hybrid,retrofit,2331,679,633244
81.01.25.2009,83,1.0,1,public_good,Maluku Tengah,Seram Utara Timur Kobi,solar_biomass_hybrid,retrofit,728,241,224190
81.01.24.2010,84,1.0,1,public_good,Maluku Tengah,Seram Utara Timur Seti,solar_biomass_hybrid,retrofit,594,185,172020
81.01.11.2020,85,1.0,1,public_good,Maluku Tengah,Tehoru,micro_hydro,retrofit,515,152,222878
81.01.21.2002,86,0.8315,3,blended_finance,Maluku Tengah,Teluk Elpaputih,micro_hydro,retrofit,8475,2386,3360895
81.01.21.2003,86,0.8315,3,blended_finance,Maluku Tengah,Teluk Elpaputih,micro_hydro,retrofit,8475,2386,3360895
81.01.21.2004,86,0.8315,3,blended_finance,Maluku Tengah,Teluk Elpaputih,micro_hydro,retrofit,8475,2386,3360895
81.01.23.2001,87,1.0,1,public_good,Maluku Tengah,Telutih,micro_hydro,retrofit,958,233,311428
81.02.03.2025,88,1.0,1,public_good,Maluku Tenggara,Kei Besar,solar_biomass_hybrid,retrofit,205,49,47978
81.02.04.2005,89,0.9149,6,blended_finance,Maluku Tenggara,Kei Besar Selatan,solar_biomass_hybrid,retrofit,3664,975,996855
81.02.04.2006,89,0.9149,6,blended_finance,Maluku Tenggara,Kei Besar Selatan,solar_biomass_hybrid,retrofit,3664,975,996855
81.02.04.2012,89,0.9149,6,blended_finance,Maluku Tenggara,Kei Besar Selatan,solar_biomass_hybrid,retrofit,3664,975,996855
81.02.04.2013,89,0.9149,6,blended_finance,Maluku Tenggara,Kei Besar Selatan,solar_biomass_hybrid,retrofit,3664,975,996855
81.02.04.2014,89,0.9149,6,blended_finance,Maluku Tenggara,Kei Besar Selatan,solar_biomass_hybrid,retrofit,3664,975,996855
81.02.04.2016,89,0.9149,6,blended_finance,Maluku Tenggara,Kei Besar Selatan,solar_biomass_hybrid,retrofit,3664,975,996855
81.02.18.2001,90,0.8245,7,blended_finance,Maluku Tenggara,Kei Besar Selatan Barat,solar_biomass_hybrid,retrofit,2671,699,742793
81.02.18.2002,90,0.8245,7,blended_finance,Maluku Tenggara,Kei Besar Selatan Barat,solar_biomass_hybrid,retrofit,2671,699,742793
81.02.18.2004,90,0.8245,7,blended_finance,Maluku Tenggara,Kei Besar Selatan Barat,solar_biomass_hybrid,retrofit,2671,699,742793
81.02.18.2006,90,0.8245,7,blended_finance,Maluku Tenggara,Kei Besar Selatan Barat,solar_biomass_hybrid,retrofit,2671,699,742793
81.02.18.2007,90,0.8245,7,blended_finance,Maluku Tenggara,Kei Besar Selatan Barat,solar_biomass_hybrid,retrofit,2671,699,742793
81.02.18.2010,90,0.8245,7,blended_finance,Maluku Tenggara,Kei Besar Selatan Barat,solar_biomass_hybrid,retrofit,2671,699,742793
81.02.18.2013,90,0.8245,7,blended_finance,Maluku Tenggara,Kei Besar Selatan Barat,solar_biomass_hybrid,retrofit,2671,699,742793
81.02.01.2018,91,1.0,1,public_good,Maluku Tenggara,Kei Kecil,solar_biomass_hybrid,retrofit,702,176,163912
81.02.13.2001,92,0.875,10,blended_finance,Maluku Tenggara,Kei Kecil Timur,wind_solar_hybrid,retrofit,6044,1727,1755215
81.02.13.2004,92,0.875,10,blended_finance,Maluku Tenggara,Kei Kecil Timur,wind_solar_hybrid,retrofit,6044,1727,1755215
81.02.13.2005,92,0.875,10,blended_finance,Maluku Tenggara,Kei Kecil Timur,wind_solar_hybrid,retrofit,6044,1727,1755215
81.02.13.2006,92,0.875,10,blended_finance,Maluku Tenggara,Kei Kecil Timur,wind_solar_hybrid,retrofit,6044,1727,1755215
81.02.13.2019,92,0.875,10,blended_finance,Maluku Tenggara,Kei Kecil Timur,wind_solar_hybrid,retrofit,6044,1727,1755215
81.02.13.2020,92,0.875,10,blended_finance,Maluku Tenggara,Kei Kecil Timur,wind_solar_hybrid,retrofit,6044,1727,1755215
81.02.13.2021,92,0.875,10,blended_finance,Maluku Tenggara,Kei Kecil Timur,wind_solar_hybrid,retrofit,6044,1727,1755215
81.02.13.2022,92,0.875,10,blended_finance,Maluku Tenggara,Kei Kecil Timur,wind_solar_hybrid,retrofit,6044,1727,1755215
81.02.13.2023,92,0.875,10,blended_finance,Maluku Tenggara,Kei Kecil Timur,wind_solar_hybrid,retrofit,6044,1727,1755215
81.02.13.2024,92,0.875,10,blended_finance,Maluku Tenggara,Kei Kecil Timur,wind_solar_hybrid,retrofit,6044,1727,1755215
81.02.13.2016,93,0.7868,2,public_good,Maluku Tenggara,Kei Kecil Timur,solar_battery,retrofit,800,224,186694
81.02.13.2017,93,0.7868,2,public_good,Maluku Tenggara,Kei Kecil Timur,solar_battery,retrofit,800,224,186694
81.02.13.2002,94,0.8351,4,blended_finance,Maluku Tenggara,Kei Kecil Timur,solar_biomass_hybrid,retrofit,2559,713,663406
81.02.13.2003,94,0.8351,4,blended_finance,Maluku Tenggara,Kei Kecil Timur,solar_biomass_hybrid,retrofit,2559,713,663406
81.02.13.2014,94,0.8351,4,blended_finance,Maluku Tenggara,Kei Kecil Timur,solar_biomass_hybrid,retrofit,2559,713,663406
81.02.13.2015,94,0.8351,4,blended_finance,Maluku Tenggara,Kei Kecil Timur,solar_biomass_hybrid,retrofit,2559,713,663406
81.02.19.2011,95,1.0,1,public_good,Maluku Tenggara,Kei Kecil Timur Selatan,wind_solar_hybrid,retrofit,359,93,94710
81.06.05.2001,96,0.8624,3,blended_finance,Seram Bagian Barat,Amalatu,micro_hydro,retrofit,7328,2013,3019344
81.06.05.2002,96,0.8624,3,blended_finance,Seram Bagian Barat,Amalatu,micro_hydro,retrofit,7328,2013,3019344
81.06.05.2005,96,0.8624,3,blended_finance,Seram Bagian Barat,Amalatu,micro_hydro,retrofit,7328,2013,3019344
81.06.05.2004,97,0.7136,3,blended_finance,Seram Bagian Barat,Amalatu,solar_biomass_hybrid,retrofit,2626,678,760245
81.06.05.2006,97,0.7136,3,blended_finance,Seram Bagian Barat,Amalatu,solar_biomass_hybrid,retrofit,2626,678,760245
81.06.05.2007,97,0.7136,3,blended_finance,Seram Bagian Barat,Amalatu,solar_biomass_hybrid,retrofit,2626,678,760245
81.06.05.2003,98,1.0,1,public_good,Seram Bagian Barat,Amalatu,micro_hydro,retrofit,5004,1385,1864997
81.06.11.2002,99,0.8314,6,blended_finance,Seram Bagian Barat,Elpaputih,micro_hydro,retrofit,5870,1501,2174085
81.06.11.2003,99,0.8314,6,blended_finance,Seram Bagian Barat,Elpaputih,micro_hydro,retrofit,5870,1501,2174085
81.06.11.2004,99,0.8314,6,blended_finance,Seram Bagian Barat,Elpaputih,micro_hydro,retrofit,5870,1501,2174085
81.06.11.2006,99,0.8314,6,blended_finance,Seram Bagian Barat,Elpaputih,micro_hydro,retrofit,5870,1501,2174085
81.06.11.2007,99,0.8314,6,blended_finance,Seram Bagian Barat,Elpaputih,micro_hydro,retrofit,5870,1501,2174085
81.06.11.2008,99,0.8314,6,blended_finance,Seram Bagian Barat,Elpaputih,micro_hydro,retrofit,5870,1501,2174085
81.06.08.2005,100,1.0,1,public_good,Seram Bagian Barat,Huamual,solar_battery,retrofit,1097,298,206200
81.06.04.2003,101,0.8116,2,public_good,Seram Bagian Barat,Huamual Belakang,solar_biomass_hybrid,retrofit,6011,1498,1620441
81.06.04.2004,101,0.8116,2,public_good,Seram Bagian Barat,Huamual Belakang,solar_biomass_hybrid,retrofit,6011,1498,1620441
81.06.04.2002,102,1.0,1,public_good,Seram Bagian Barat,Huamual Belakang,micro_hydro,retrofit,1366,363,477011
81.06.04.2005,103,1.0,1,public_good,Seram Bagian Barat,Huamual Belakang,micro_hydro,retrofit,9029,2173,3118255
81.06.06.2002,104,0.96,2,public_good,Seram Bagian Barat,Inamosol,micro_hydro,retrofit,2227,555,784052
81.06.06.2005,104,0.96,2,public_good,Seram Bagian Barat,Inamosol,micro_hydro,retrofit,2227,555,784052
81.06.03.2001,105,0.8348,6,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,10247,2583,3631194
81.06.03.2005,105,0.8348,6,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,10247,2583,3631194
81.06.03.2008,105,0.8348,6,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,10247,2583,3631194
81.06.03.2009,105,0.8348,6,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,10247,2583,3631194
81.06.03.2010,105,0.8348,6,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,10247,2583,3631194
81.06.03.2030,105,0.8348,6,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,10247,2583,3631194
81.06.03.2002,106,0.7923,10,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,5950,1506,2050141
81.06.03.2003,106,0.7923,10,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,5950,1506,2050141
81.06.03.2004,106,0.7923,10,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,5950,1506,2050141
81.06.03.2006,106,0.7923,10,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,5950,1506,2050141
81.06.03.2007,106,0.7923,10,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,5950,1506,2050141
81.06.03.2011,106,0.7923,10,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,5950,1506,2050141
81.06.03.2012,106,0.7923,10,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,5950,1506,2050141
81.06.03.2029,106,0.7923,10,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,5950,1506,2050141
81.06.03.2032,106,0.7923,10,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,5950,1506,2050141
81.06.03.2034,106,0.7923,10,blended_finance,Seram Bagian Barat,Taniwel,micro_hydro,retrofit,5950,1506,2050141
81.06.03.2028,107,1.0,1,public_good,Seram Bagian Barat,Taniwel,solar_biomass_hybrid,retrofit,812,205,190702
81.06.10.2001,108,0.8975,7,blended_finance,Seram Bagian Barat,Taniwel Timur,micro_hydro,retrofit,4058,1110,1661352
81.06.10.2003,108,0.8975,7,blended_finance,Seram Bagian Barat,Taniwel Timur,micro_hydro,retrofit,4058,1110,1661352
81.06.10.2005,108,0.8975,7,blended_finance,Seram Bagian Barat,Taniwel Timur,micro_hydro,retrofit,4058,1110,1661352
81.06.10.2006,108,0.8975,7,blended_finance,Seram Bagian Barat,Taniwel Timur,micro_hydro,retrofit,4058,1110,1661352
81.06.10.2008,108,0.8975,7,blended_finance,Seram Bagian Barat,Taniwel Timur,micro_hydro,retrofit,4058,1110,1661352
81.06.10.2012,108,0.8975,7,blended_finance,Seram Bagian Barat,Taniwel Timur,micro_hydro,retrofit,4058,1110,1661352
81.06.10.2014,108,0.8975,7,blended_finance,Seram Bagian Barat,Taniwel Timur,micro_hydro,retrofit,4058,1110,1661352
81.06.10.2007,109,0.8746,6,blended_finance,Seram Bagian Barat,Taniwel Timur,solar_biomass_hybrid,retrofit,3824,1049,999251
81.06.10.2009,109,0.8746,6,blended_finance,Seram Bagian Barat,Taniwel Timur,solar_biomass_hybrid,retrofit,3824,1049,999251
81.06.10.2010,109,0.8746,6,blended_finance,Seram Bagian Barat,Taniwel Timur,solar_biomass_hybrid,retrofit,3824,1049,999251
81.06.10.2011,109,0.8746,6,blended_finance,Seram Bagian Barat,Taniwel Timur,solar_biomass_hybrid,retrofit,3824,1049,999251
81.06.10.2013,109,0.8746,6,blended_finance,Seram Bagian Barat,Taniwel Timur,solar_biomass_hybrid,retrofit,3824,1049,999251
81.06.10.2015,109,0.8746,6,blended_finance,Seram Bagian Barat,Taniwel Timur,solar_biomass_hybrid,retrofit,3824,1049,999251
81.05.12.2001,110,0.9536,2,public_good,Seram Bagian Timur,Bula Barat,micro_hydro,retrofit,972,290,379080
81.05.12.2002,110,0.9536,2,public_good,Seram Bagian Timur,Bula Barat,micro_hydro,retrofit,972,290,379080
81.05.12.2003,111,0.7214,8,blended_finance,Seram Bagian Timur,Bula Barat,solar_battery,retrofit,6747,2053,1602132
81.05.12.2004,111,0.7214,8,blended_finance,Seram Bagian Timur,Bula Barat,solar_battery,retrofit,6747,2053,1602132
81.05.12.2005,111,0.7214,8,blended_finance,Seram Bagian Timur,Bula Barat,solar_battery,retrofit,6747,2053,1602132
81.05.12.2006,111,0.7214,8,blended_finance,Seram Bagian Timur,Bula Barat,solar_battery,retrofit,6747,2053,1602132
81.05.12.2009,111,0.7214,8,blended_finance,Seram Bagian Timur,Bula Barat,solar_battery,retrofit,6747,2053,1602132
81.05.12.2011,111,0.7214,8,blended_finance,Seram Bagian Timur,Bula Barat,solar_battery,retrofit,6747,2053,1602132
81.05.12.2012,111,0.7214,8,blended_finance,Seram Bagian Timur,Bula Barat,solar_battery,retrofit,6747,2053,1602132
81.05.12.2013,111,0.7214,8,blended_finance,Seram Bagian Timur,Bula Barat,solar_battery,retrofit,6747,2053,1602132
81.05.11.2004,112,0.7981,6,blended_finance,Seram Bagian Timur,Gorom Timur,solar_biomass_hybrid,retrofit,3041,847,783348
81.05.11.2005,112,0.7981,6,blended_finance,Seram Bagian Timur,Gorom Timur,solar_biomass_hybrid,retrofit,3041,847,783348
81.05.11.2008,112,0.7981,6,blended_finance,Seram Bagian Timur,Gorom Timur,solar_biomass_hybrid,retrofit,3041,847,783348
81.05.11.2009,112,0.7981,6,blended_finance,Seram Bagian Timur,Gorom Timur,solar_biomass_hybrid,retrofit,3041,847,783348
81.05.11.2012,112,0.7981,6,blended_finance,Seram Bagian Timur,Gorom Timur,solar_biomass_hybrid,retrofit,3041,847,783348
81.05.11.2013,112,0.7981,6,blended_finance,Seram Bagian Timur,Gorom Timur,solar_biomass_hybrid,retrofit,3041,847,783348
81.05.13.2005,113,0.8545,4,blended_finance,Seram Bagian Timur,Kian Darat,solar_biomass_hybrid,retrofit,3212,843,787555
81.05.13.2006,113,0.8545,4,blended_finance,Seram Bagian Timur,Kian Darat,solar_biomass_hybrid,retrofit,3212,843,787555
81.05.13.2007,113,0.8545,4,blended_finance,Seram Bagian Timur,Kian Darat,solar_biomass_hybrid,retrofit,3212,843,787555
81.05.13.2009,113,0.8545,4,blended_finance,Seram Bagian Timur,Kian Darat,solar_biomass_hybrid,retrofit,3212,843,787555
81.05.08.2001,114,0.9325,6,blended_finance,Seram Bagian Timur,Kilmury,micro_hydro,retrofit,3516,997,1315585
81.05.08.2003,114,0.9325,6,blended_finance,Seram Bagian Timur,Kilmury,micro_hydro,retrofit,3516,997,1315585
81.05.08.2004,114,0.9325,6,blended_finance,Seram Bagian Timur,Kilmury,micro_hydro,retrofit,3516,997,1315585
81.05.08.2005,114,0.9325,6,blended_finance,Seram Bagian Timur,Kilmury,micro_hydro,retrofit,3516,997,1315585
81.05.08.2010,114,0.9325,6,blended_finance,Seram Bagian Timur,Kilmury,micro_hydro,retrofit,3516,997,1315585
81.05.08.2012,114,0.9325,6,blended_finance,Seram Bagian Timur,Kilmury,micro_hydro,retrofit,3516,997,1315585
81.05.08.2002,115,0.9028,7,blended_finance,Seram Bagian Timur,Kilmury,solar_biomass_hybrid,retrofit,3251,883,832081
